"id","fecha","rango_horario","dia_semana","distrito","lugar_accidente","nº","nº_parte","cpfa_granizo","cpfa_hielo","cpfa_lluvia","cpfa_niebla","cpfa_seco","cpfa_nieve","cpsv_mojada","cpsv_aceite","cpsv_barro","cpsv_grava_suelta","cpsv_hielo","cpsv_seca_y_limpia","nº_victimas","tipo_accidente","tipo_vehiculo","tipo_persona","sexo","lesividad","tramo_edad","nº_victimas_2","ano","dia_mes","mes"
"AccidentesBicicletas_2013.xlsx",2013-08-02,"DE 18:00 A 18:59","VIERNES","CHAMBERI","CALLE DE MIGUEL ANGEL NUM",9,"2013/6899","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 18 A 20 AÑOS",NA,2013,2,8
"AccidentesBicicletas_2013.xlsx",2013-08-03,"DE 21:00 A 21:59","SABADO","BARAJAS","PARQUE DE JUAN CARLOS I NUM",1,"2013/6948","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","MUJER","IL","DE 18 A 20 AÑOS",NA,2013,3,8
"AccidentesBicicletas_2013.xlsx",2013-08-04,"DE 8:00 A 8:59","DOMINGO","TETUAN","CALLE DE BRAVO MURILLO NUM",200,"2013/7036","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN MÚLTIPLE","BICICLETA","CONDUCTOR","HOMBRE","IL","DE 40 A 44 AÑOS",NA,2013,4,8
"AccidentesBicicletas_2013.xlsx",2013-08-04,"DE 8:00 A 8:59","DOMINGO","TETUAN","CALLE DE BRAVO MURILLO NUM",200,"2013/7036","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN MÚLTIPLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2013,4,8
"AccidentesBicicletas_2013.xlsx",2013-08-05,"DE 10:00 A 10:59","LUNES","CENTRO","CALLE DE FUENCARRAL NUM",108,"2013/7216","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",2,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2013,5,8
"AccidentesBicicletas_2013.xlsx",2013-08-06,"DE 18:00 A 18:59","MARTES","SALAMANCA","CALLE DE AZCONA NUM",37,"2013/7007","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2013,6,8
"AccidentesBicicletas_2013.xlsx",2013-08-07,"DE 6:00 A 6:59","MIERCOLES","TETUAN","CAMINO DEL CHORRILLO",0,"2013/6975","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","MT","DE 35 A 39 AÑOS",NA,2013,7,8
"AccidentesBicicletas_2013.xlsx",2013-08-07,"DE 8:00 A 8:59","MIERCOLES","CENTRO","RONDA DE VALENCIA NUM",14,"2013/6993","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,7,8
"AccidentesBicicletas_2013.xlsx",2013-08-07,"DE 20:00 A 20:59","MIERCOLES","SAN BLAS","PLAZA DE GRECIA NUM",1,"2013/7001","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 50 A 54 AÑOS",NA,2013,7,8
"AccidentesBicicletas_2013.xlsx",2013-08-08,"DE 20:00 A 20:59","JUEVES","MONCLOA-ARAVACA","PASEO DEL EMBARCADERO NUM",12,"2013/7031","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2013,8,8
"AccidentesBicicletas_2013.xlsx",2013-08-08,"DE 21:00 A 21:59","JUEVES","LATINA","CALLE DE LA HUERTA DE CASTAÑEDA - CALLE DE LAS HIGUERAS",0,"2013/7029","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,8,8
"AccidentesBicicletas_2013.xlsx",2013-08-09,"DE 1:00 A 1:59","VIERNES","MONCLOA-ARAVACA","CAMINO DE VALDEZA",0,"2013/7016","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,9,8
"AccidentesBicicletas_2013.xlsx",2013-08-09,"DE 18:00 A 18:59","VIERNES","SAN BLAS","CALLE DE CAMPEZO NUM",8,"2013/7035","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 15 A 17 AÑOS",NA,2013,9,8
"AccidentesBicicletas_2013.xlsx",2013-08-11,"DE 13:00 A 13:59","DOMINGO","CARABANCHEL","AVENIDA DE LOS POBLADOS - AVENIDA DE LA PRINCESA JUANA DE AUSTRIA",0,"2013/7065","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 50 A 54 AÑOS",NA,2013,11,8
"AccidentesBicicletas_2013.xlsx",2013-08-12,"DE 17:00 A 17:59","LUNES","PUENTE DE VALLECAS","AVENIDA DE RAFAEL ALBERTI NUM",8,"2013/7101","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 18 A 20 AÑOS",NA,2013,12,8
"AccidentesBicicletas_2013.xlsx",2013-08-13,"DE 13:00 A 13:59","MARTES","TETUAN","CALLE DE BRAVO MURILLO - CALLE DE FULGENCIO DE MIGUEL",0,"2013/7136","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,13,8
"AccidentesBicicletas_2013.xlsx",2013-08-13,"DE 19:00 A 19:59","MARTES","ARGANZUELA","ESTACION DE ATOCHA",0,"2013/7131","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 35 A 39 AÑOS",NA,2013,13,8
"AccidentesBicicletas_2013.xlsx",2013-08-14,"DE 21:00 A 21:59","MIERCOLES","PUENTE DE VALLECAS","AVENIDA DE LAS GLORIETAS - CALLE DE ESTEBAN CARROS",0,"2013/7168","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2013,14,8
"AccidentesBicicletas_2013.xlsx",2013-08-15,"DE 10:00 A 10:59","JUEVES","PUENTE DE VALLECAS","AVENIDA DE MIGUEL HERNANDEZ - CALLE DE LOS ASTURIANOS",0,"2013/7154","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2013,15,8
"AccidentesBicicletas_2013.xlsx",2013-08-15,"DE 10:00 A 10:59","JUEVES","SALAMANCA","PASEO DE RECOLETOS NUM",20,"2013/7158","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","NO ASIGNADO","NO ASIGNADA","DESCONOCIDA",NA,2013,15,8
"AccidentesBicicletas_2013.xlsx",2013-08-15,"DE 21:00 A 21:59","JUEVES","USERA","CAMINO DE PERALES NUM",2,"2013/7348","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO",2,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 18 A 20 AÑOS",NA,2013,15,8
"AccidentesBicicletas_2013.xlsx",2013-08-15,"DE 21:00 A 21:59","JUEVES","USERA","CAMINO DE PERALES NUM",2,"2013/7348","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO",2,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,15,8
"AccidentesBicicletas_2013.xlsx",2013-08-17,"DE 11:00 A 11:59","SABADO","FUENCARRAL-EL PARDO","CALLE DEL DOCTOR REINOSA - CALLE DE ALFONSO RODRIGUEZ CASTELAO",0,"2013/7175","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 50 A 54 AÑOS",NA,2013,17,8
"AccidentesBicicletas_2013.xlsx",2013-08-17,"DE 12:00 A 12:59","SABADO","MONCLOA-ARAVACA","CARRETERA DE LA CIUDAD UNIVERSITARIA KM.",1,"2013/7174","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 70 A 74 AÑOS",NA,2013,17,8
"AccidentesBicicletas_2013.xlsx",2013-08-18,"DE 5:00 A 5:59","DOMINGO","CENTRO","GLORIETA DE PUERTA DE TOLEDO NUM",1,"2013/7286","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2013,18,8
"AccidentesBicicletas_2013.xlsx",2013-08-18,"DE 22:00 A 22:59","DOMINGO","HORTALEZA","CALLE DE ISABEL CLARA EUGENIA - AVENIDA DE FRANCISCO PI Y MARGALL",0,"2013/7192","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CHOQUE CON OBJETO FIJO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,18,8
"AccidentesBicicletas_2013.xlsx",2013-08-19,"DE 11:00 A 11:59","LUNES","LATINA","GLORIETA DEL PUENTE DE SEGOVIA - PASEO DE EXTREMADURA",0,"2013/7265","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2013,19,8
"AccidentesBicicletas_2013.xlsx",2013-08-19,"DE 12:00 A 12:59","LUNES","TETUAN","PASEO DE LA CASTELLANA - CALLE DE FRANCISCO GERVAS",0,"2013/7344","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 21 A 24 AÑOS",NA,2013,19,8
"AccidentesBicicletas_2013.xlsx",2013-08-21,"DE 13:00 A 13:59","MIERCOLES","USERA","PARQUE DE MADRID RIO (RIBERA OESTE) KM.",5900,"2013/7399","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2013,21,8
"AccidentesBicicletas_2013.xlsx",2013-08-21,"DE 17:00 A 17:59","MIERCOLES","SAN BLAS","CALLE DE GREGORIO LOPEZ MADERA - AVENIDA DE CANILLEJAS A VICALVARO",0,"2013/7277","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 18 A 20 AÑOS",NA,2013,21,8
"AccidentesBicicletas_2013.xlsx",2013-08-21,"DE 18:00 A 18:59","MIERCOLES","LATINA","CALLE DE VALMOJADO - CALLE DE ILLESCAS",0,"2013/7275","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 25 A 29 AÑOS",NA,2013,21,8
"AccidentesBicicletas_2013.xlsx",2013-08-21,"DE 21:00 A 21:59","MIERCOLES","PUENTE DE VALLECAS","CALLE DE EMBAJADORES NUM",247,"2013/7332","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2013,21,8
"AccidentesBicicletas_2013.xlsx",2013-08-22,"DE 11:00 A 11:59","JUEVES","BARAJAS","CALLE  VIA DE DUBLIN - GLORIETA DE SINTRA",0,"2013/7741","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 70 A 74 AÑOS",NA,2013,22,8
"AccidentesBicicletas_2013.xlsx",2013-08-22,"DE 18:00 A 18:59","JUEVES","SAN BLAS","CALLE DE LOS APAREJADORES NUM",14,"2013/7296","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","NO ASIGNADO","NO ASIGNADA","DESCONOCIDA",NA,2013,22,8
"AccidentesBicicletas_2013.xlsx",2013-08-22,"DE 22:00 A 22:59","JUEVES","HORTALEZA","AVENIDA DE LOS ANDES - AVENIDA DE LOGROÑO",0,"2013/7306","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",2,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,22,8
"AccidentesBicicletas_2013.xlsx",2013-08-23,"DE 10:00 A 10:59","VIERNES","HORTALEZA","AVENIDA DE NICETO ALCALA ZAMORA NUM",40,"2013/7379","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","MUJER","HG","DE 60 A 64 AÑOS",NA,2013,23,8
"AccidentesBicicletas_2013.xlsx",2013-08-23,"DE 13:00 A 13:59","VIERNES","HORTALEZA","AVENIDA DE NICETO ALCALA ZAMORA NUM",5,"2013/7735","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 50 A 54 AÑOS",NA,2013,23,8
"AccidentesBicicletas_2013.xlsx",2013-08-23,"DE 19:00 A 19:59","VIERNES","CIUDAD LINEAL","CALLE DE ARTURO SORIA - CALLE DEL DUQUE DE TAMAMES",0,"2013/7308","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 45 A 49 AÑOS",NA,2013,23,8
"AccidentesBicicletas_2013.xlsx",2013-08-24,"DE 19:00 A 19:59","SABADO","ARGANZUELA","PASEO DEL DOCTOR VALLEJO NAGERA - CALLE DEL GASOMETRO",NA,"2013/7324","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2013,24,8
"AccidentesBicicletas_2013.xlsx",2013-08-25,"DE 12:00 A 12:59","DOMINGO","PUENTE DE VALLECAS","AVENIDA DE MIGUEL HERNANDEZ NUM",48,"2013/7358","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","MUJER","HL","DE 30 A 34 ANOS",NA,2013,25,8
"AccidentesBicicletas_2013.xlsx",2013-08-26,"DE 17:00 A 17:59","LUNES","CIUDAD LINEAL","CALLE DE VITAL AZA NUM",43,"2013/7366","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2013,26,8
"AccidentesBicicletas_2013.xlsx",2013-08-26,"DE 20:00 A 20:59","LUNES","LATINA","PARQUE DE MADRID RIO (RIBERA OESTE) KM.",2800,"2013/7364","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","IL","DE 50 A 54 AÑOS",NA,2013,26,8
"AccidentesBicicletas_2013.xlsx",2013-08-26,"DE 20:00 A 20:59","LUNES","LATINA","PARQUE DE MADRID RIO (RIBERA OESTE) KM.",2800,"2013/7364","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 6 A 9 AÑOS",NA,2013,26,8
"AccidentesBicicletas_2013.xlsx",2013-08-27,"DE 20:00 A 20:59","MARTES","PUENTE DE VALLECAS","CARRIL  ANILLO VERDE CICLISTA KM.",21800,"2013/7375","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO",1,"ATROPELLO","BICICLETA","CONDUCTOR","MUJER","IL","DE 35 A 39 AÑOS",NA,2013,27,8
"AccidentesBicicletas_2013.xlsx",2013-08-28,"DE 12:00 A 12:59","MIERCOLES","FUENCARRAL-EL PARDO","CALLE DEL ARROYO DEL MONTE NUM",5,"2013/7472","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 55 A 59 AÑOS",NA,2013,28,8
"AccidentesBicicletas_2013.xlsx",2013-08-28,"DE 12:00 A 12:59","MIERCOLES","FUENCARRAL-EL PARDO","CALLE DEL ARROYO DEL MONTE NUM",5,"2013/7472","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","IL","DE 55 A 59 AÑOS",NA,2013,28,8
"AccidentesBicicletas_2013.xlsx",2013-08-29,"DE 19:00 A 19:59","JUEVES","BARAJAS","CALLE DE LA CORBETA - CALLE DE LA RIOJA",0,"2013/7414","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 65 A 69 AÑOS",NA,2013,29,8
"AccidentesBicicletas_2013.xlsx",2013-08-30,"DE 9:00 A 9:59","VIERNES","CHAMBERI","CALLE DE FERNANDEZ DE LOS RIOS NUM",110,"2013/7442","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","IL","DE 50 A 54 AÑOS",NA,2013,30,8
"AccidentesBicicletas_2013.xlsx",2013-08-31,"DE 20:00 A 20:59","SABADO","FUENCARRAL-EL PARDO","CALLE DE LA BAÑEZA NUM",22,"2013/7457","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","NO ASIGNADA","DE 10 A 14 AÑOS",NA,2013,31,8
"AccidentesBicicletas_2013.xlsx",2013-09-01,"DE 11:00 A 11:59","DOMINGO","LATINA","CARRETERA DE BOADILLA DEL MONTE - CALLE DE SEDANO",0,"2013/7465","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 45 A 49 AÑOS",NA,2013,1,9
"AccidentesBicicletas_2013.xlsx",2013-09-01,"DE 11:00 A 11:59","DOMINGO","LATINA","CARRETERA DE BOADILLA DEL MONTE - CALLE DE SEDANO",0,"2013/7465","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","IL","DE 21 A 24 AÑOS",NA,2013,1,9
"AccidentesBicicletas_2013.xlsx",2013-09-01,"DE 12:00 A 12:59","DOMINGO","CARABANCHEL","AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS",0,"2013/7466","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,1,9
"AccidentesBicicletas_2013.xlsx",2013-09-01,"DE 12:00 A 12:59","DOMINGO","VILLAVERDE","AVENIDA DE LOS ROSALES NUM",145,"2013/7477","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 55 A 59 AÑOS",NA,2013,1,9
"AccidentesBicicletas_2013.xlsx",2013-09-02,"DE 19:00 A 19:59","LUNES","CARABANCHEL","CALLE DE LA OROPENDOLA - CALLE DE CARLOS HEREDERO",0,"2013/7522","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 15 A 17 AÑOS",NA,2013,2,9
"AccidentesBicicletas_2013.xlsx",2013-09-03,"DE 1:00 A 1:59","MARTES","TETUAN","CALLE DE BRAVO MURILLO - CALLE DEL MARQUES DE VIANA",0,"2013/7498","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 21 A 24 AÑOS",NA,2013,3,9
"AccidentesBicicletas_2013.xlsx",2013-09-03,"DE 17:00 A 17:59","MARTES","LATINA","CALLE DE LOS YEBENES NUM",217,"2013/7577","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",2,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2013,3,9
"AccidentesBicicletas_2013.xlsx",2013-09-03,"DE 20:00 A 20:59","MARTES","CARABANCHEL","AVENIDA DEL EURO - AVENIDA DE LOS POBLADOS",0,"2013/7545","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2013,3,9
"AccidentesBicicletas_2013.xlsx",2013-09-03,"DE 20:00 A 20:59","MARTES","LATINA","CALLE DE LOS YEBENES NUM",123,"2013/7576","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2013,3,9
"AccidentesBicicletas_2013.xlsx",2013-09-03,"DE 22:00 A 22:59","MARTES","VICALVARO","AVENIDA DEL DOCTOR GARCIA TAPIA - CAMINO  VIEJO DE VICALVARO",0,"2013/7539","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2013,3,9
"AccidentesBicicletas_2013.xlsx",2013-09-04,"DE 15:00 A 15:59","MIERCOLES","CIUDAD LINEAL","CALLE DE FRANCISCO VILLAESPESA - CALLE DE JOSE MARIA PEREDA",0,"2013/7575","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2013,4,9
"AccidentesBicicletas_2013.xlsx",2013-09-04,"DE 23:00 A 23:59","MIERCOLES","PUENTE DE VALLECAS","AVENIDA DE LA ALBUFERA - AVENIDA DE BUENOS AIRES",0,"2013/7554","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 15 A 17 AÑOS",NA,2013,4,9
"AccidentesBicicletas_2013.xlsx",2013-09-05,"DE 9:00 A 9:59","JUEVES","CHAMBERI","CALLE DE BRAVO MURILLO NUM",53,"2013/7582","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2013,5,9
"AccidentesBicicletas_2013.xlsx",2013-09-05,"DE 11:00 A 11:59","JUEVES","CENTRO","CALLE DE FUENCARRAL NUM",10,"2013/7706","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,5,9
"AccidentesBicicletas_2013.xlsx",2013-09-05,"DE 22:00 A 22:59","JUEVES","RETIRO","PARQUE DEL RETIRO - PASEO DEL FERNAN NUÑEZ",0,"2013/7604","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 21 A 24 AÑOS",NA,2013,5,9
"AccidentesBicicletas_2013.xlsx",2013-09-06,"DE 14:00 A 14:59","VIERNES","CHAMARTIN","CALLE DE MAURICIO LEGENDRE NUM",59,"2013/7671","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 35 A 39 AÑOS",NA,2013,6,9
"AccidentesBicicletas_2013.xlsx",2013-09-06,"DE 18:00 A 18:59","VIERNES","RETIRO","CALLE DE LEON GIL DE PALACIO - AVENIDA DE LA CIUDAD DE BARCELONA",0,"2013/7615","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2013,6,9
"AccidentesBicicletas_2013.xlsx",2013-09-06,"DE 20:00 A 20:59","VIERNES","VILLA DE VALLECAS","AVENIDA DE LAS SUERTES - AVENIDA DEL ENSANCHE DE VALLECAS",0,"2013/7634","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 50 A 54 AÑOS",NA,2013,6,9
"AccidentesBicicletas_2013.xlsx",2013-09-06,"DE 21:00 A 21:59","VIERNES","LATINA","CALLE  VIA CARPETANA - CALLE DE CARAMUEL",0,"2013/7717","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2013,6,9
"AccidentesBicicletas_2013.xlsx",2013-09-07,"DE 20:00 A 20:59","SABADO","LATINA","CALLE DE MAQUEDA NUM",23,"2013/7639","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 18 A 20 AÑOS",NA,2013,7,9
"AccidentesBicicletas_2013.xlsx",2013-09-09,"DE 11:00 A 11:59","LUNES","ARGANZUELA","CALLE DE EMBAJADORES - CALLE DEL LABRADOR",0,"2013/7687","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2013,9,9
